index	text	sentiment	speaker	sentiment	movingave (bin20)	movingave
4793	"In it smote and vanished, barb, shaft and feather, so fierce was its flight."	  Negative	None	-1	-0.17073	0.15876
4794	"With a shriek that deafened men, felled trees and split stone, Smaug shot spouting into the air, turned over and crashed down from on high in ruin."	  Negative	Smaug	-1	-0.19512	0.13437
4795	Full on the town he fell.	  Negative	None	-1	-0.19512	0.13437
4796	His last throes splintered it to sparks and gledes.	  Neutral	None	0	-0.19512	0.13437
4797	The lake roared in.	  Neutral	None	0	-0.21951	0.10998
4798	"A vast steam leaped up, white in the sudden dark under the moon."	  Neutral	None	0	-0.21951	0.10998
4799	"There was a hiss, a gushing whirl, and then silence."	  Negative	None	-1	-0.2439	0.085589
4800	"And that was the end of Smaug and Esgaroth, but not of Bard."	  Neutral	Smaug	0	-0.29268	0.036809
4801	The waxing moon rose higher and higher and the wind grew loud and cold.	  Negative	None	-1	-0.29268	0.036809
4802	It twisted the white fog into bending pillars and hurrying clouds and drove it off to the West to scatter in tattered shreds over the marshes before Mirkwood.	  Negative	None	-1	-0.31707	0.012419
4803	"Then the many boats could be seen dotted dark on the surface of the lake, and down the wind came the voices of the people of Esgaroth lamenting their lost town and goods and ruined houses."	  Neutral	None	0	-0.31707	0.012419
4804	"But they had really much to be thankful for, had they thought of it, though it could hardly be expected that they should just then: three quarters of the people of the town had at least escaped alive; their woods and fields and pastures and cattle and most of their boats remained undamaged; and the dragon was dead."	  Neutral	None	0	-0.34146	-0.011971
4805	What that meant they had not yet realized.	  Neutral	None	0	-0.34146	-0.011971
4806	"They gathered in mournful crowds upon the western shores, shivering in the cold wind, and their first complaints and anger were against the Master, who had left the town so soon, while some were still willing to defend it."	  Negative	None	-1	-0.34146	-0.011971
4807	"He may have a good head for business-especially his own business, some murmured, ""but he is no good when anything serious happens!"	  Very negative	None	-2	-0.34146	-0.011971
4808	 And they praised the courage of Bard and his last mighty shot.	  Neutral	Bard	0	-0.36585	-0.036361
4809	"If only he had not been killed, they all said, ""we would make him a king."	  Neutral	None	0	-0.39024	-0.060751
4810	Bard the Dragon-shooter of the line of Girion!	  Neutral	Bard	0	-0.41463	-0.085141
4811	Alas that he is lost!	  Neutral	None	0	-0.36585	-0.036361
4812	" And in the very midst of their talk, a tall figure stepped from the shadows."	  Positive	None	1	-0.34146	-0.011971
4813	"He was drenched with water, his black hair hung wet over his face and shoulders, and a fierce light was in his eyes."	  Positive	None	1	-0.34146	-0.011971
4814	Bard is not lost!	  Negative	Bard	-1	-0.31707	0.012419
4815	 he cried.	  Neutral	None	0	-0.29268	0.036809
4816	"He dived from Esgaroth, when the enemy was slain."	  Neutral	None	0	-0.29268	0.036809
4817	"I am Bard, of the line of Girion; I am the slayer of the dragon!"	  Negative	Bard	-1	-0.29268	0.036809
4818	 King Bard!	  Neutral	Bard	0	-0.31707	0.012419
4819	King Bard!	  Neutral	Bard	0	-0.31707	0.012419
4820	 they shouted; but the Master ground his chattering teeth.	  Negative	None	-1	-0.29268	0.036809
4821	"Girion was lord of Dale, not king of Esgaroth, he said."	  Neutral	None	0	-0.29268	0.036809
4822	"In the Lake-town we have always elected masters from among the old and wise, and have not endured the rule of mere fighting men."	  Negative	None	-1	-0.2439	0.085589
4823	"Let 'King Bard' go back to his own kingdom-Dale is now freed by his valour, and nothing binders his return."	  Negative	Bard	-1	-0.2439	0.085589
4824	"And any that wish can go with him, if they prefer the cold shores under the shadow of the Mountain to the green shores of the lake."	  Negative	None	-1	-0.2439	0.085589
4825	"The wise will stay here and hope to rebuild our town, and enjoy again in time its peace and riches."	  Neutral	None	0	-0.2439	0.085589
4826	 We will have King Bard!	  Neutral	Bard	0	-0.26829	0.061199
4827	 the people near at hand shouted in reply.	  Neutral	None	0	-0.21951	0.10998
4828	We have had enough of the old men and the money-counters!	  Neutral	None	0	-0.19512	0.13437
4829	" And people further off took up the cry: Up the Bowman, and down with Moneybags,"" till the clamour echoed along the shore."	  Negative	None	-1	-0.19512	0.13437
4830	"I am the last man to undervalue Bard the Bowman, said the Master warily (for Bard now stood close beside him)."	  Neutral	Bard	0	-0.19512	0.13437
4831	He has tonight earned an eminent place in the roll of the benefactors of our town; and he is worthy of many imperishable songs.	  Positive	None	1	-0.19512	0.13437
4832	"But, why O People?"	  Neutral	None	0	-0.19512	0.13437
4833	#NAME?	  Negative	None	-1	-0.21951	0.10998
4834	For what fault am I to be deposed?	  Neutral	None	0	-0.2439	0.085589
4835	"Who aroused the dragon from his slumber, I might ask?"	  Neutral	None	0	-0.21951	0.10998
4836	"Who obtained of us rich gifts and ample help, and led us to believe that old songs could come true?"	  Negative	None	-1	-0.2439	0.085589
4837	Who played on our soft hearts and our pleasant fancies?	  Neutral	None	0	-0.2439	0.085589
4838	What sort of gold have they sent down the river to reward us?	  Negative	None	-1	-0.19512	0.13437
4839	Dragon-fire and ruin!	  Neutral	None	0	-0.21951	0.10998
4840	"From whom should we claim the recompense of our damage, and aid for our widows and orphans?"	  Neutral	None	0	-0.2439	0.085589
4841	" As you see, the Master had not got his position for nothing."	  Neutral	None	0	-0.26829	0.061199
4842	"The result of his words was that for the moment the people quite forgot their idea of a new king, and turned their angry thoughts towards Thorin and his company."	  Positive	Thorin Oakenshield	1	-0.29268	0.036809
4843	"Wild and bitter words were shouted from many sides; and some of those who had before sung the old songs loudest, were now heard as loudly crying that the dwarves had stirred the dragon up against them deliberately!"	  Negative	None	-1	-0.29268	0.036809
4844	Fools!	  Neutral	None	0	-0.26829	0.061199
4845	 said Bard.	  Neutral	Bard	0	-0.21951	0.10998
4846	Why waste words and wrath on those unhappy creatures?	  Negative	None	-1	-0.2439	0.085589
4847	"Doubtless they perished first in fire, before Smaug came to us."	  Positive	Smaug	1	-0.21951	0.10998
4848	" Then even as he was speaking, the thought came into his heart of the fabled treasure of the Mountain lying without guard or owner, and he fell suddenly silent."	  Negative	None	-1	-0.21951	0.10998
4849	"He thought of the Master's words, and of Dale rebuilt, and filled with golden bells, if he could but find the men."	  Neutral	None	0	-0.2439	0.085589
4850	"At length he spoke again: ""This is no time for angry words."	  Neutral	None	0	-0.21951	0.10998
4851	"Master, or for considering weighty plans of change."	  Neutral	None	0	-0.19512	0.13437
4852	There is work to do.	  Neutral	None	0	-0.2439	0.085589
4853	I serve you still-though after a while I may think again of your words and go North with any that will follow me.	  Neutral	None	0	-0.2439	0.085589
4854	 Then he strode off to help in the ordering of the camps and in the care of the sick and the wounded.	  Neutral	None	0	-0.2439	0.085589
4855	"But the Master scowled at his back as he went, and remained sitting on the ground."	  Neutral	None	0	-0.26829	0.061199
4856	"He thought much but said little, unless it was to call loudly for men to bring him fire and food."	  Negative	None	-1	-0.29268	0.036809
4857	Now everywhere Bard went he found talk running like fire among the people concerning the vast treasure that was now unguarded.	  Neutral	Bard	0	-0.29268	0.036809
4858	"Men spoke of the recompense for all their harm that they would soon get from it, and wealth over and to spare with which to buy rich things from the South; and it cheered them greatly in their plight."	  Positive	None	1	-0.26829	0.061199
4859	"That was as well, for the night was bitter and miserable."	  Negative	None	-1	-0.26829	0.061199
4860	Shelters could be contrived for few (the Master had one) and there was little food (even the Master went short).	  Negative	None	-1	-0.26829	0.061199
4861	"Many took ill of wet and cold and sorrow that night, and afterwards died, who had escaped uninjured from the ruin of the town; and in the days that followed there was much sickness and great hunger."	  Very negative	None	-2	-0.29268	0.036809
4862	"Meanwhile Bard took the lead, and ordered things as he wished, though always in the Master's name, and he had a hard task to govern the people and direct the preparations for their protection and housing."	  Negative	Bard	-1	-0.31707	0.012419
4863	"Probably most of them would have perished in the winter that now hurried after autumn, if help had not been to hand."	  Negative	None	-1	-0.36585	-0.036361
4864	"But help came swiftly; for Bard at once had speedy messengers sent up the river to the Forest to ask the aid of the King of the Elves of the Wood, and these messengers had found a host already on the move, although it was then only the third day after the fall of Smaug."	  Neutral	Smaug	0	-0.36585	-0.036361
4865	"The Elvenking had received news from his own messengers and from the birds that loved his folk, and already knew much of what had happened."	  Positive	The Elvenking	1	-0.39024	-0.060751
4866	Very great indeed was the commotion among all things with wings that dwelt on the borders of the Desolation of the Dragon.	  Negative	None	-1	-0.41463	-0.085141
4867	"The air was filled with circling flocks, and their swift-flying messengers flew here and there across the sky."	  Positive	None	1	-0.39024	-0.060751
4868	"Above the borders of the Forest there was whistling, crying and piping."	  Neutral	None	0	-0.41463	-0.085141
4869	"Far over Mirkwood tidings spread: ""Smaug is dead!"	  Negative	Smaug	-1	-0.36585	-0.036361
4870	 Leaves rustled and startled ears were lifted.	  Neutral	None	0	-0.36585	-0.036361
4871	"Even before the Elvenking rode forth the news had passed west right to the pinewoods of the Misty Mountains; Beorn had heard it in his wooden house, and the goblins were at council in their caves."	  Positive	Beorn	1	-0.34146	-0.011971
4872	"That will be the last we shall hear of Thorin Oakenshield, I fear, said the king."	  Negative	Thorin Oakenshield	-1	-0.34146	-0.011971
4873	He would have done better to have remained my guest.	  Neutral	None	0	-0.34146	-0.011971
4874	"It is an ill wind, all the same,"" he added, ""that blows no one any good."	  Negative	None	-1	-0.36585	-0.036361
4875	 For he too had not forgotten the legend of the wealth of Thror.	  Negative	None	-1	-0.36585	-0.036361
4876	"So it was that Bard's messengers found him now marching with many spearmen and bowmen; and crows were gathered thick, above him, for they thought that war was awakening again, such as had not been in those parts for a long age."	  Negative	Bard	-1	-0.41463	-0.085141
4877	"But the king, when he received the prayers of Bard, had pity, for he was the lord of a good and kindly people; so turning his march, which had at first been direct towards the Mountain, he hastened now down the river to the Long Lake."	  Negative	Bard	-1	-0.39024	-0.060751
4878	"He had not boats or rafts enough for his host, and they were forced to go the slower way by foot; but great store of goods he sent ahead by water."	  Positive	None	1	-0.39024	-0.060751
4879	"Still elves are light-footed, and though they were not in these days much used to the marches and the treacherous lands between the Forest and the Lake, their going was swift."	  Negative	None	-1	-0.41463	-0.085141
4880	Only five days after the death of the dragon they came upon the shores and looked on the ruins of the town.	  Neutral	None	0	-0.41463	-0.085141
4881	"Their welcome was good, as may be expected, and the men and their Master were ready to make any bargain for the future in return for the Elvenking's aid."	  Negative	The Elvenking	-1	-0.36585	-0.036361
4882	Their plans were soon made.	  Negative	None	-1	-0.34146	-0.011971
4883	"With the women and the children, the old and the unfit, the Master remained behind; and with him were some men of crafts and many skilled elves; and they busied themselves felling trees, and collecting the timber sent down from the Forest."	  Negative	None	-1	-0.31707	0.012419
4884	"Then they set about raising many huts by the shore against the oncoming winter; and also under the Master's direction they began the planning of a new town, designed more fair and large even than before, but not in the same place."	  Negative	None	-1	-0.29268	0.036809
